pano,pmes,conglome,submuestra,vivienda,hogar,codperso,dominio,estrato,codpanel,p103,p104,p105,p106,p107,p108,p109a,p109b,p109c,p200n,p200i,p200a,p200b,p200bb,p200c,p200d,p200dd,p200e,p200f,p200g,p201,p202,p203,p204,p2041,p2042,p2043,p2044,p2045,p2046,p2047,p2048,p2049,p20410,p204a,p205a,p206,P206AA,p207a,p207b,p208b1,p208b2,p208b3,p209a,p209b,p209c,p209d,p209e,p209f,p209g,p209t,p209bb,p209cc,p209h,p209ee,p210,p211a,p211b,p212a,p212b,p212c,p212d,p212e,p213,p214,p215,p216,p217,p218,p219,p220,p222,P223A1,P223A2,P223A3,P223A4,P223A5,P223A6,P223A7,P224,P225,ocu200,i211a,i211b,i212a,i212b,i212c,i212d,ingtot,ingprin,resident,fa_jas16
2016,07,017260,006,0002,11,02,0,0,16071102,3,1,2, ,1,38,6,5, ,2,2,3,7,2016,9,7,2016,7,12,1977,1, , , , , , , , , , , , , ,782,4520,4,5,1,2,99,99,2011,0,9,9,9,9,9,6,51,1, ,1,1,2,300,42, , , , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,5,4,1,1299,182, , , , ,1481,1481,1,361.49401084048
2016,07,017260,006,0003,11,01,0,0,16071101,1,1,2, ,1,40,6,5, ,1,2,3,7,2016,9,7,2016,26,5,1976,1, , , , , , , , , , , , , ,984,1071,4,5,2, ,99,99,2008,0,8,8,8,8,8,8,48,1, ,2,2,2,300,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1299,0, , , , ,1299,1299,1,361.49401084048
2016,07,017272,006,0186,11,02,0,0,16071102,3,1,2, ,1,23,8,3, ,2,2,10,7,2016,16,7,2016,6,3,1993,1, , , , , , , , , , , , , ,522,5629,3,5,2, ,99,1,2015,10,10,10,8,10,10,10,68,1, ,1,2,4,1200,208, , ,0,0,0, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1200,208, , ,0,0,1408,1408,1,368.591407725778
2016,07,017272,006,0187,11,04,0,0,16071104,3,1,2, ,2,21,8,3, ,4,4,10,7,2016,16,7,2016,8,2,1995,1, , , , , , , , , , , , , ,455,8220,3,4,2, ,99,9,2015,0,8,8,8,8,8,0,40,2,48,1,2,4,1500,0, , , , ,1, , , , , , , , ,4,0,0,0,0,0,0,1,1,4,1,1500,0, , , , ,1500,1500,1,404.626550977279
2016,07,017272,006,0187,11,06,0,0,16071106,6,1,2, ,1,47,5,3, ,6,6,10,7,2016,16,7,2016,16,3,1969,1, , , , , , , , , , , , , ,861,4100,4,5,1,4,15,6,2016,0,8,8,8,8,8,6,46,1, ,2,2,2,500,0, , , , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,1,1,1,2165,0, , , , ,2165,2165,1,178.721570040169
2016,07,017272,006,0201,11,03,0,0,16071103,3,1,2, ,2,22,6,5, ,3,3,10,7,2016,16,7,2016,4,12,1993,1, , , , , , , , , , , , , ,451,5610,3,5,1,5,1,7,2015,10,10,10,10,10,10,10,70,1, ,1,2,2,215,70, , , , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,1,4,1,931,303, , , , ,1234,1234,1,404.626550977279
2016,07,017289,006,0132,11,01,0,0,16041101,1,1,2, ,1,38,6,5, ,1,1,17,7,2016,23,7,2016,27,3,1978,1, , , , , , , , , , , , , ,876,4210,4,5,2, ,15,1,2015,10,10,10,10,0,0,0,40,2,50,1,2,2,850,196, , , , ,1, , , , , , , , ,3,0,0,0,0,0,0,1,6,4,1,3681,849, , , , ,4530,4530,1,361.49401084048
2016,07,017289,006,0135,11,01,0,0,16041101,1,1,2, ,1,53,6,5, ,1,1,17,7,2016,23,7,2016,5,11,1962,1, , , , , , , , , , , , , ,951,8291,3,5,2, ,15,1,2015,0,8,8,8,8,8,0,40,1, ,1,2,4,1200,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1200,0, , , , ,1200,1200,1,178.721570040169
2016,07,017313,006,0126,11,01,0,0,16071101,1,1,2, ,1,35,6,5, ,1,2,17,7,2016,23,7,2016,5,3,1981,1, , , , , , , , , , , , , ,852,2511,4,5,1,50,6,4,2016,0,8,8,8,8,8,8,48,1, ,1,2,2,400,42, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1732,182, , , , ,1914,1914,1,361.49401084048
2016,07,017313,006,0139,11,02,0,0,16071102,2,1,2, ,2,28,8,3, ,2,2,10,7,2016,16,7,2016,11,5,1988,1, , , , , , , , , , , , , ,351,4772,3,5,2, ,9999,5,2014,8,8,8,8,8,0,8,48,1, ,2,2,4,1050,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,1,1,1,1050,0, , , , ,1050,1050,1,340.764980146425
2016,07,017313,006,0143,11,02,0,0,16071102,3,1,2, ,1,31,5,2, ,2,3,17,7,2016,23,7,2016,14,4,1985,1, , , , , , , , , , , , , ,421,4663,3,5,1,40,1,11,2015,0,9,9,9,9,9,7,52,1, ,1,2,4,1000,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1000,0, , , , ,1000,1000,1,361.49401084048
2016,07,017313,006,0143,11,03,0,0,16071103,3,1,2, ,1,23,8,3, ,3,3,10,7,2016,16,7,2016,21,5,1993,1, , , , , , , , , , , , , ,522,5610,3,5,1,20,10,12,2015,12,12,0,0,0,12,12,48,1, ,1,2,4,1630,510, , , , ,1, , , , , , , , ,4,0,0,0,0,0,0,1,6,4,1,1630,510, , , , ,2140,2140,1,368.591407725778
2016,07,017313,006,0146,11,01,0,0,16071101,1,1,2, ,1,35,6,5, ,1,2,17,7,2016,23,7,2016,26,10,1980,1, , , , , , , , , , , , , ,831,1811,4,5,1,4,15,6,2016,0,8,8,8,8,8,8,48,1, ,2,2,2,350,0, , , , ,1, , , , , , , , ,4,0,0,0,0,0,0,1,1,1,1,1516,0, , , , ,1516,1516,1,361.49401084048
2016,07,017328,006,0010,11,01,0,0,16041101,1,1,2, ,2,38,8,3, ,1,1,26,6,2016,2,7,2016,23,9,1977,1, , , , , , , , , , , , , ,419,6419,3,5,2, ,1,3,2014,0,8,8,0,8,8,6,38,2,46,1,2,4,1800,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1800,0, , , , ,1800,1800,1,340.764980146425
2016,07,017328,006,0010,11,02,0,0,16041102,3,1,2, ,2,17,6,5, ,2,2,26,6,2016,2,7,2016,16,7,1998,1, , , , , , , , , , , , , ,523,5610,3,5,1,3,15,1,2016,8,0,0,8,0,8,0,24,2,16,1,2,2,40,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,173,0, , , , ,173,173,1,404.626550977279
2016,07,017328,006,0011,11,03,0,0,16041103,3,1,2, ,2,19,9,2, ,3,3,26,6,2016,2,7,2016,19,9,1996,1, , , , , , , , , , , , , ,572,4771,3,5,1,4,99,99,2014,9,0,0,0,0,0,9,18,1, ,1,2,2,66,12, , , , ,1, , , , , , , , ,4,0,0,0,0,0,0,1,6,4,1,286,52, , , , ,338,338,1,406.068081577244
2016,07,017328,006,0011,11,04,0,0,16041104,3,1,2, ,1,15,5,3, ,4,4,26,6,2016,2,7,2016,23,12,2000,2,2,2,0,2,2,2,2,2,2,2,2,1,2,942,5610,5,5,1,3,1,7,2015,0,5,5,0,5,5,0,20,1, ,1,2, , , , , , , , , , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1, , , , , , ,0,0,1,368.591407725778
2016,07,017328,006,0179,11,01,0,0,16041101,1,1,2, ,2,43,6,5, ,1,1,26,6,2016,2,7,2016,6,11,1972,1, , , , , , , , , , , , , ,931,4921,4,5,1,2,1,5,2016,0,0,0,10,10,10,10,40,2,60,1,2,2,240,52, , , , ,1, , , , , , , , ,4,0,0,0,0,0,0,1,6,4,1,1039,225, , , , ,1264,1264,1,340.764980146425
2016,07,017328,006,0179,11,02,0,0,16041102,3,1,2, ,1,25,7,1, ,2,2,26,6,2016,2,7,2016,23,12,1990,1, , , , , , , , , , , , , ,783,4321,4,5,1,4,15,6,2016,0,9,9,0,0,0,0,18,2,45,1,2,2,350,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1516,0, , , , ,1516,1516,1,361.49401084048
2016,07,017328,006,0180,11,01,0,0,16041102,1,1,2, ,2,40,6,5, ,1,1,26,6,2016,2,7,2016,11,2,1976,1, , , , , , , , , , , , , ,942,9491,4,5,2, ,1,5,2016,0,8,0,0,0,8,8,24,1, ,1,2,4,300,0, , , , ,1, , , , , , , , ,4,0,0,0,0,0,0,1,6,4,1,300,0, , , , ,300,300,1,340.764980146425
2016,07,017345,006,0159,11,02,0,0,16041102,2,1,2, ,2,31,8,5, ,2,2,10,7,2016,16,7,2016,5,10,1984,1, , , , , , , , , , , , , ,244,8510,3,5,1,15,1,3,2016,0,7,7,7,7,7,0,35,1, ,2,2,4,1000,0, , , , ,1, , , , , , , , ,4,0,0,0,0,0,0,1,6,4,1,1000,0, , , , ,1000,1000,1,340.764980146425
2016,07,017345,006,0160,11,05,0,0,16071105,6,1,2, ,1,16,5,1, ,5,5,10,7,2016,16,7,2016,22,4,2000,2,2,2,0,2,2,2,2,2,2,2,2,1,2,942,5630,5,5,1,2,1,2,2016,4,0,0,0,0,0,6,10,1, ,2,2, , , , , , , , ,2,4,2, , , , ,1,5,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,368.591407725778
2016,07,017345,006,0161,11,01,0,0,16041101,1,1,2, ,1,59,6,5, ,1,2,10,7,2016,16,7,2016,14,5,1957,1, , , , , , , , , , , , , ,572,4730,3,5,1,20,99,99,2006,10,10,10,10,2,10,10,62,2,48,2,2,4,1000,0, , ,0,0,0, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1000,0, , ,0,0,1000,1000,1,178.721570040169
2016,07,017345,006,0161,11,03,0,0,16041103,3,1,2, ,2,24,7,1, ,3,3,10,7,2016,16,7,2016,22,3,1992,1, , , , , , , , , , , , , ,768,1079,4,5,1,70,20,5,2016,0,11,11,11,11,11,8,63,1, ,1,1,4,900,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,900,0, , , , ,900,900,1,404.626550977279
2016,07,017370,006,0004,11,03,0,0,16071103,3,1,2, ,1,15,5,3, ,3,3,17,7,2016,23,7,2016,12,7,2001,2,2,2,0,2,2,2,2,2,2,2,2,1,2,942,5610,5,5,1,2,99,7,2015,2,2,0,0,2,2,2,10,1, ,2,2, , , , , , , , ,2,4,2, , , , ,2,4,0,0,0,0,0,0,1,1,4,4, , , , , , , , ,1,368.591407725778
2016,07,017370,006,0005,11,01,0,0,16071101,1,1,2, ,1,36,5,3, ,1,2,17,7,2016,23,7,2016,12,6,1980,1, , , , , , , , , , , , , ,766,1071,4,5,1,3,99,99,2010,0,8,8,8,8,8,8,48,1, ,2,2,2,400,6, , , , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1,1732,26, , , , ,1758,1758,1,361.49401084048
2016,07,017370,006,0005,11,03,0,0,16071103,3,1,2, ,2,15,5,3, ,3,3,17,7,2016,23,7,2016,12,2,2001,2,2,2,0,2,2,2,2,2,2,2,2,1,2,572,4711,5,5,1,2,99,99,2013,4,3,3,3,3,3,4,23,1, ,2,2, , , , , , , , , , , , , , , , ,4,0,0,0,0,0,0,1,1,4,1, , , , , , ,0,0,1,404.626550977279
2016,07,017415,006,0168,11,02,0,0,16071102,2,1,2, ,2,64,6,5, ,2,2,3,7,2016,9,7,2016,20,10,1951,1, , , , , , , , , , , , , ,522,5610,4,5,1,3,99,99,2014,0,6,6,6,0,6,6,30,1, ,2,2,1,40,7, , , , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1,1000,175, , , , ,1175,1175,1,157.420205518158
2016,07,017415,006,0168,11,03,0,0,16071103,3,1,2, ,1,33,9,2, ,3,1,3,7,2016,9,7,2016,23,5,1983,1, , , , , , , , , , , , , ,243,8521,3,5,1,30,15,3,2016,0,6,6,6,6,6,0,30,1, ,2,2,4,1000,0, , , , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1,1000,0, , , , ,1000,1000,1,361.49401084048
2016,07,017415,006,0168,11,04,0,0,16071104,3,1,2, ,1,37,10,5, ,4,4,3,7,2016,9,7,2016,4,5,1979,1, , , , , , , , , , , , , ,242,8521,3,5,1,20,6,3,2016,0,6,6,6,6,6,0,30,1, ,2,2,4,1200,0, , , , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1,1200,0, , , , ,1200,1200,1,361.49401084048
2016,07,017415,006,0171,11,01,0,0,16071101,1,1,2, ,1,35,5,2, ,1,1,3,7,2016,9,7,2016,12,1,1981,1, , , , , , , , , , , , , ,931,4921,4,5,1,2,15,4,2016,0,12,12,0,0,12,0,36,2,72,1,1,2,150,21, , , , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,7,4,1,650,91, , , , ,741,741,1,361.49401084048
2016,07,017415,006,0171,11,02,0,0,16071102,2,1,2, ,2,37,5,1, ,2,2,10,7,2016,16,7,2016,20,2,1979,1, , , , , , , , , , , , , ,522,8890,4,2,2, ,15,6,2016,0,7,7,7,7,7,0,35,1, ,1,1,1,0,15, , , , ,1, , , , , , , , ,4,0,0,0,0,0,0,1,6,4,1,0,375, , , , ,375,375,1,340.764980146425
2016,07,017415,006,0172,11,02,0,0,16071102,3,1,2, ,1,26,8,3, ,2,1,3,7,2016,9,7,2016,19,7,1989,1, , , , , , , , , , , , , ,314,4520,3,5,1,20,5,10,2015,0,8,8,8,8,8,5,45,1, ,2,2,4,1300,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1300,0, , , , ,1300,1300,1,361.49401084048
2016,07,017429,006,0008,11,01,0,0,16041101,1,1,2, ,2,37,6,5, ,1,1,3,7,2016,9,7,2016,16,10,1978,1, , , , , , , , , , , , , ,945,8411,4,5,2, ,99,12,2013,0,8,8,8,8,8,4,44,1, ,1,1,4,700,0, , , , ,1, , , , , , , , ,4,0,0,0,0,0,0,1,6,4,1,700,0, , , , ,700,700,1,454.3533068619
2016,07,017429,006,0008,11,02,0,0,16041102,2,1,2, ,1,41,6,5, ,2,2,3,7,2016,9,7,2016,6,12,1974,1, , , , , , , , , , , , , ,785,4390,4,5,2, ,15,2,2016,10,10,10,10,10,10,5,65,1, ,1,2,4,2000,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,2000,0, , , , ,2000,2000,1,481.992014453974
2016,07,017429,006,0143,11,01,0,0,16041101,1,1,2, ,1,54,6,5, ,1,2,3,7,2016,9,7,2016,24,8,1961,1, , , , , , , , , , , , , ,23,8423,3,1,2, ,99,99,1991,0,16,14,16,14,16,14,90,1, ,1,2,4,3400,81, , ,909,0,0, , , , , , , , ,4,0,0,0,0,0,0,1,6,4,1,3400,81, , ,909,0,4390,3481,1,238.295426720225
2016,07,017429,006,0143,11,02,0,0,16041102,2,1,2, ,2,50,5,3, ,2,2,3,7,2016,9,7,2016,1,2,1966,1, , , , , , , , , , , , , ,421,1030,3,5,1,70,99,99,2008,0,8,8,8,8,8,8,48,1, ,2,1,4,850,156, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,850,156, , , , ,1006,1006,1,209.893607357544
2016,07,017437,006,0005,11,04,0,0,16071104,4,1,2, ,1,42,6,5, ,4,3,17,7,2016,23,7,2016,11,10,1973,1, , , , , , , , , , , , , ,421,1073,3,5,2, ,99,99,2008,0,8,8,8,8,8,5,45,1, ,1,2,4,1300,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1300,0, , , , ,1300,1300,1,361.49401084048
2016,07,017437,006,0006,11,02,0,0,16071102,2,1,2, ,2,34,4,0,6,2,2,17,7,2016,23,7,2016,23,11,1981,1, , , , , , , , , , , , , ,766,1071,5,5,1,2,99,99,2012,6,9,9,9,9,9,9,60,1, ,2,2, , , , , , , , , , , , , , , , ,4,0,0,0,0,0,0,1,3,4,1, , , , , , ,0,0,1,340.764980146425
2016,07,017437,006,0166,11,01,0,0,16071101,1,1,2, ,2,24,6,5, ,1,1,17,7,2016,23,7,2016,15,6,1992,1, , , , , , , , , , , , , ,523,5610,3,5,1,4,9999,8,2015,0,9,9,9,9,9,9,54,1, ,1,2,2,200,48, , , , ,1, , , , , , , , ,4,0,0,0,0,0,0,1,6,4,1,866,208, , , , ,1074,1074,1,404.626550977279
2016,07,017437,006,0168,11,01,0,0,16071101,1,1,2, ,1,32,4,0,6,1,1,17,7,2016,23,7,2016,23,7,1984,1, , , , , , , , , , , , , ,572,4752,3,5,1,8,11,2,2016,0,8,8,8,8,8,8,48,1, ,1,2,2,200,0, , , , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1,866,0, , , , ,866,866,1,361.49401084048
2016,07,017442,006,0137,11,02,0,0,16071102,2,1,2, ,2,45,6,5, ,2,2,26,6,2016,2,7,2016,4,9,1970,1, , , , , , , , , , , , , ,541,9602,3,5,1,2,99,99,2012,0,6,6,6,6,6,6,36,1, ,1,2,4,800,0, , , , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1,800,0, , , , ,800,800,1,157.420205518158
2016,07,017442,006,0140,11,02,0,0,16071102,3,1,2, ,2,18,6,5, ,2,2,26,6,2016,2,7,2016,28,3,1998,1, , , , , , , , , , , , , ,541,9602,3,5,1,4,2,1,2016,0,0,0,10,10,10,0,30,1, ,1,2,4,500,0, , , , ,1, , , , , , , , ,4,0,0,0,0,0,0,1,6,4,1,500,0, , , , ,500,500,1,404.626550977279
2016,07,017458,006,0154,11,01,0,0,16041101,1,1,2, ,1,65,5,4, ,1,1,17,7,2016,23,7,2016,20,8,1950,1, , , , , , , , , , , , , ,952,8521,3,5,1,25,7,2,2016,0,10,10,10,10,10,0,50,1, ,1,2,4,850,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,850,0, , , , ,850,850,1,178.721570040169
2016,07,017458,006,0154,11,03,0,0,16041103,3,1,2, ,1,30,10,5, ,3,2,17,7,2016,23,7,2016,22,5,1986,1, , , , , , , , , , , , , ,364,2023,3,5,2, ,99,10,2015,0,9,9,9,9,9,0,45,1, ,1,2,4,3000,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,3000,0, , , , ,3000,3000,1,361.49401084048
2016,07,017458,006,0154,11,04,0,0,16041104,3,1,2, ,2,32,8,3, ,4,4,17,7,2016,23,7,2016,16,10,1983,1, , , , , , , , , , , , , ,454,4922,3,5,2, ,99,99,2013,0,8,8,8,8,8,8,48,1, ,1,2,4,1100,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1100,0, , , , ,1100,1100,1,340.764980146425
2016,07,017458,006,0156,11,02,0,0,16041102,2,1,2, ,1,58,3,2, ,2,2,17,7,2016,23,7,2016,13,12,1957,1, , , , , , , , , , , , , ,785,2511,4,5,1,7,99,99,1990,0,8,8,8,8,8,8,48,1, ,1,2,2,450,42, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1949,182, , , , ,2131,2131,1,178.721570040169
2016,07,017458,006,0156,11,03,0,0,16041103,3,1,2, ,2,24,8,3, ,3,1,17,7,2016,23,7,2016,7,1,1992,1, , , , , , , , , , , , , ,511,4922,3,5,2, ,99,99,2013,0,10,10,8,8,10,10,56,1, ,1,2,4,1500,381, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1500,381, , , , ,1881,1881,1,404.626550977279
2016,07,017458,006,0166,11,03,0,0,16041103,3,1,2, ,2,37,10,5, ,3,1,17,7,2016,23,7,2016,12,10,1978,1, , , , , , , , , , , , , ,239,8610,3,2,2, ,99,99,2010,0,12,0,12,0,12,0,36,1, ,1,2,4,2000,117, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,2000,117, , , , ,2117,2117,1,340.764980146425
2016,07,017517,006,0009,11,01,0,0,16041101,1,1,2, ,1,56,8,3, ,1,1,17,7,2016,23,7,2016,30,7,1959,1, , , , , , , , , , , , , ,313,2610,3,5,2, ,99,99,2014,0,8,8,8,8,8,6,46,1, ,1,2,4,2650,108, , , , ,1, , , , , , , , ,3,0,0,0,0,0,0,1,6,4,1,2650,108, , , , ,2758,2758,1,178.721570040169
2016,07,017517,006,0009,11,03,0,0,16041103,3,1,2, ,1,24,9,1, ,3,2,10,7,2016,16,7,2016,9,12,1991,1, , , , , , , , , , , , , ,415,4330,3,5,2, ,9999,9999,2015,0,8,8,8,8,8,0,40,1, ,1,2,3,350,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,700,0, , , , ,700,700,1,368.591407725778
2016,07,017517,006,0010,11,01,0,0,16041101,1,1,2, ,1,40,9,1, ,1,2,10,7,2016,16,7,2016,9,2,1976,1, , , , , , , , , , , , , ,952,9200,3,5,1,40,2,2,2015,11,11,11,0,11,11,11,66,1, ,2,2,4,1000,182, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1000,182, , , , ,1182,1182,1,361.49401084048
2016,07,017517,006,0010,11,02,0,0,16041102,2,1,2, ,2,45,7,2, ,2,2,10,7,2016,16,7,2016,19,6,1971,1, , , , , , , , , , , , , ,523,5610,3,5,1,7,15,2,2015,0,8,8,8,8,8,0,40,1, ,1,2,3,350,130, , , , ,1, , , , , , , , ,4,0,0,0,0,0,0,1,6,4,1,700,260, , , , ,960,960,1,157.420205518158
2016,07,017517,006,0010,11,03,0,0,16041103,3,1,2, ,2,18,7,1, ,3,3,10,7,2016,16,7,2016,14,2,1998,1, , , , , , , , , , , , , ,523,5610,3,5,1,5,2,2,2016,0,8,8,8,8,8,0,40,1, ,2,2,3,250,108, , , , ,1, , , , , , , , ,4,0,0,0,0,0,0,1,6,4,1,500,216, , , , ,716,716,1,406.068081577244
2016,07,017517,006,0011,11,01,0,0,16041101,1,1,2, ,2,56,6,5, ,1,1,10,7,2016,16,7,2016,2,2,1960,1, , , , , , , , , , , , , ,945,8292,4,5,1,40,1,2,2016,0,9,9,9,9,9,9,54,1, ,1,2,2,200,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,866,0, , , , ,866,866,1,157.420205518158
2016,07,017517,006,0011,11,02,0,0,16041102,3,1,2, ,1,24,6,5, ,2,3,10,7,2016,16,7,2016,19,4,1992,1, , , , , , , , , , , , , ,562,8411,3,2,2, ,99,99,2011,12,12,12,12,0,12,12,72,1, ,1,2,4,1000,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1000,0, , , , ,1000,1000,1,368.591407725778
2016,07,017517,006,0012,11,01,0,0,16041101,1,1,2, ,1,48,8,3, ,1,1,10,7,2016,16,7,2016,7,2,1968,1, , , , , , , , , , , , , ,423,7830,3,4,2, ,99,99,2011,0,9,9,9,9,9,5,50,1, ,1,2,4,1900,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1900,0, , , , ,1900,1900,1,178.721570040169
2016,07,017517,006,0012,11,02,0,0,16041102,2,1,2, ,2,45,8,3, ,2,2,10,7,2016,16,7,2016,26,9,1970,1, , , , , , , , , , , , , ,247,8521,3,5,1,20,99,99,2000,0,8,8,0,8,8,0,32,1, ,1,2,4,850,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,850,0, , , , ,850,850,1,157.420205518158
2016,07,017525,006,0002,11,02,0,0,16071102,2,1,2, ,1,41,6,5, ,2,1,26,6,2016,2,7,2016,25,9,1974,1, , , , , , , , , , , , , ,885,4922,3,5,1,25,99,7,2015,0,8,8,8,8,8,8,48,1, ,1,2,4,850,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,850,0, , , , ,850,850,1,361.49401084048
2016,07,017525,006,0139,11,01,0,0,16071101,1,1,2, ,1,65,8,3, ,1,1,26,6,2016,2,7,2016,13,11,1950,1, , , , , , , , , , , , , ,314,8412,3,2,2, ,99,99,1987,0,8,8,0,8,8,0,32,2,40,1,2,4,1200,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1200,0, , , , ,1200,1200,1,178.721570040169
2016,07,017527,006,0004,11,02,0,0,16071102,6,1,2, ,1,25,10,5, ,2,2,26,6,2016,2,7,2016,25,10,1990,1, , , , , , , , , , , , , ,523,5510,3,5,2, ,5,1,2016,6,0,0,0,12,6,12,36,1, ,1,1,2,120,30, , , , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1,520,130, , , , ,650,650,1,361.49401084048
2016,07,017535,006,0168,11,02,0,0,16041102,2,1,2, ,2,38,10,5, ,2,2,17,7,2016,23,7,2016,12,9,1977,1, , , , , , , , , , , , , ,364,5610,3,5,1,8,99,2,2014,6,8,8,8,8,8,8,54,1, ,1,2,3,750,130, , ,0,0,0, , , , , , , , ,4,0,0,0,0,0,0,1,6,4,1,1500,260, , ,0,0,1760,1760,1,340.764980146425
2016,07,017535,006,0170,11,03,0,0,16041103,3,1,2, ,2,28,9,2, ,3,3,17,7,2016,23,7,2016,11,8,1987,1, , , , , , , , , , , , , ,244,8510,3,5,1,14,15,2,2016,0,6,6,6,6,6,0,30,1, ,1,2,4,700,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,700,0, , , , ,700,700,1,340.764980146425
2016,07,017535,006,0171,11,01,0,0,16041101,1,1,2, ,1,56,10,5, ,1,2,17,7,2016,23,7,2016,10,11,1959,1, , , , , , , , , , , , , ,242,8521,3,2,2, ,99,99,1986,0,11,11,11,11,11,5,60,1, ,1,2,4,3200,0, , ,2500,0,0, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,3200,0, , ,2500,0,5700,3200,1,178.721570040169
2016,07,017535,006,0171,11,03,0,0,16041103,3,1,2, ,2,27,10,5, ,3,3,17,7,2016,23,7,2016,30,6,1989,1, , , , , , , , , , , , , ,266,5811,3,5,1,25,99,8,2015,0,9,9,9,9,9,0,45,1, ,1,2,4,2858,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,2858,0, , , , ,2858,2858,1,340.764980146425
2016,07,017535,006,0171,11,04,0,0,16041104,3,1,2, ,1,19,9,1, ,4,4,17,7,2016,23,7,2016,15,8,1996,1, , , , , , , , , , , , , ,421,5811,3,5,1,25,10,7,2016,8,8,8,8,8,8,8,56,2,40,1,2,4,850,0, , , , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1,850,0, , , , ,850,850,1,368.591407725778
2016,07,017535,006,0189,11,02,0,0,16041102,2,1,2, ,2,51,10,5, ,2,1,17,7,2016,23,7,2016,22,5,1965,1, , , , , , , , , , , , , ,243,8521,3,5,2, ,14,3,2016,5,4,4,4,4,4,0,25,1, ,1,2,4,750,0, , ,0,0,0, , , , , , , , ,4,0,0,0,0,0,0,1,6,4,1,750,0, , ,0,0,750,750,1,157.981033873982
2016,07,017556,006,0129,11,03,0,0,16071103,3,1,2, ,1,20,6,5, ,3,3,3,7,2016,9,7,2016,14,9,1995,1, , , , , , , , , , , , , ,783,4659,4,5,1,20,12,9,2013,0,8,8,8,8,8,4,44,1, ,1,2,4,1200,0, , , , ,1, , , , , , , , ,4,0,0,0,0,0,0,1,6,4,1,1200,0, , , , ,1200,1200,1,368.591407725778
2016,07,017556,006,0130,11,01,0,0,16071101,1,1,2, ,1,58,3,4, ,1,1,3,7,2016,9,7,2016,25,11,1957,1, , , , , , , , , , , , , ,942,5610,5,5,1,2,99,99,2013,0,8,8,8,8,8,8,48,1, ,2,2, , , , , , , , , , , , , , , , ,5,0,0,0,0,0,0,1,1,1,1, , , , , , ,0,0,1,178.721570040169
